time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/learning_rate,train/loss,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/value_loss,train/entropy_loss
397,753664,368,1894,0.001,-0.18581241369247437,0.15111169,-4.6585235595703125,0.2,0.73408203125,-0.13145009689033033,3670,7.55714757616488e-07,-2.7766832619905473
397,755712,369,1899,0.001,-0.05653616413474083,0.04209286,-5.555152893066406e-05,0.2,0.19775390625,-0.029079075111076234,3680,0.008537255661212838,-2.79492723941803
398,757760,370,1903,0.001,-0.0574367381632328,0.027030583,-0.00020587444305419922,0.2,0.179052734375,-0.028731894912198186,3690,0.008500704303150997,-2.825100040435791
398,759808,371,1907,0.001,-0.17593219876289368,0.14582278,-7.544051170349121,0.2,0.72236328125,-0.12885163621976972,3700,6.732995082359139e-07,-2.79297893345356
398,761856,372,1912,0.001,-0.05610935389995575,0.033010226,-4.696846008300781e-05,0.2,0.186962890625,-0.030898457916919142,3710,0.00852161375223659,-2.816774994134903
398,763904,373,1917,0.001,-0.020992325618863106,0.06538406,-0.0001304149627685547,0.2,0.3625,-0.02013330239569768,3720,0.004440192832404932,-2.8267214745283127
398,765952,374,1921,0.001,-0.04402666538953781,0.031050231,-9.226799011230469e-05,0.2,0.148193359375,-0.027488143718801438,3730,0.008521356264827773,-2.8203699737787247
398,768000,375,1925,0.001,-0.05290187895298004,0.025483886,-0.00016415119171142578,0.2,0.13251953125,-0.03070765791926533,3740,0.008534339157631621,-2.8384631514549254
398,770048,376,1929,0.001,-0.044686704874038696,0.02793763,-0.00034236907958984375,0.2,0.1236328125,-0.027438211062690242,3750,0.008517680727527477,-2.837184178829193
399,772096,377,1934,0.001,-0.17949874699115753,0.12947337,-3.7158517837524414,0.2,0.685791015625,-0.1212292727897875,3760,2.092710227685757e-06,-2.8021079510450364
399,774144,378,1938,0.001,-0.031689710915088654,0.040351674,-3.421306610107422e-05,0.2,0.235498046875,-0.017718239699024706,3770,0.02410717386774195,-2.8307311564683912
399,776192,379,1942,0.001,-0.0616404227912426,0.024908887,-0.0005166530609130859,0.2,0.16064453125,-0.028639677923638373,3780,0.008524777411366813,-2.829598033428192
399,778240,380,1947,0.001,-0.04279594495892525,0.033014968,-0.0004417896270751953,0.2,0.17724609375,-0.01752796322107315,3790,0.005700918775863784,-2.8297878354787827
399,780288,381,1952,0.001,-0.057834770530462265,0.02418922,-0.00010859966278076172,0.2,0.130126953125,-0.027717397641390563,3800,0.008496756036765873,-2.8403760731220244
399,782336,382,1956,0.001,-0.05071498826146126,0.02709157,-1.430511474609375e-05,0.2,0.140185546875,-0.0333767777774483,3810,0.04457608924712986,-2.8432050168514253
400,784384,383,1960,0.001,-0.04703422635793686,0.02084726,-3.719329833984375e-05,0.2,0.133251953125,-0.03842934857821092,3820,0.06299582202918827,-2.8469355374574663
400,786432,384,1965,0.001,-0.06113589555025101,0.040557325,-3.6835670471191406e-05,0.2,0.21083984375,-0.05171408060705289,3830,0.03503304573241621,-2.84768089056015
400,788480,385,1969,0.001,-0.18100860714912415,0.13961424,-4.670300483703613,0.2,0.68603515625,-0.12334873467916622,3840,2.1204114723616383e-06,-2.806880438327789
400,790528,386,1973,0.001,-0.05716342106461525,0.028888706,-0.00014340877532958984,0.2,0.19296875,-0.02596268413180951,3850,0.008499669652519515,-2.821163183450699
400,792576,387,1978,0.001,-0.06750083714723587,0.027684722,-6.449222564697266e-05,0.2,0.21240234375,-0.03687286920612678,3860,0.01718409559689462,-2.8401947021484375
400,794624,388,1982,0.001,-0.03685425966978073,0.022103496,-0.00017964839935302734,0.2,0.114990234375,-0.018809369613882153,3870,0.00861996657140196,-2.853721544146538
400,796672,389,1986,0.001,-0.1722087562084198,0.13577703,-5.100963115692139,0.2,0.62666015625,-0.1194959247019142,3880,7.696048054839366e-07,-2.8144775480031967
401,798720,390,1991,0.001,-0.02733747288584709,0.026391536,-1.2040138244628906e-05,0.2,0.132373046875,-0.018386484868824483,3890,0.029735515336801653,-2.8372861206531526
401,800768,391,1996,0.001,-0.056860845535993576,0.019311313,-0.0001577138900756836,0.2,0.1025390625,-0.02785282807890326,3900,0.008490463155249017,-2.8481705725193023
401,802816,392,2000,0.001,-0.1780007779598236,0.112195775,-1.2255558967590332,0.2,0.654296875,-0.12433704903814942,3910,8.075860939982249e-07,-2.821246933937073
401,804864,393,2005,0.001,-0.17550720274448395,0.15739125,-6.718214988708496,0.2,0.741650390625,-0.1306165911955759,3920,3.141094049752269e-07,-2.7728826880455015
401,806912,394,2009,0.001,-0.1841098666191101,0.18907511,-7.065829277038574,0.2,0.760400390625,-0.13296460315468722,3930,1.9072403176778607e-07,-2.76734436750412
401,808960,395,2013,0.001,-0.18066762387752533,0.18255863,-6.206821918487549,0.2,0.756982421875,-0.13031939493957906,3940,1.1257309298073893e-07,-2.75207633972168
401,811008,396,2018,0.001,-0.1752718985080719,0.19283412,-7.090361595153809,0.2,0.7595703125,-0.12853937927866355,3950,7.5127053622559e-08,-2.746529844403267
401,813056,397,2022,0.001,-0.18052680790424347,0.21966071,-4.723384857177734,0.2,0.7673828125,-0.13160222619771958,3960,4.7249630408252587e-08,-2.7339595377445223
402,815104,398,2026,0.001,-0.045022960752248764,0.04417734,-8.344650268554688e-07,0.2,0.226708984375,-0.028463557222858073,3970,0.034046176995616406,-2.8012346118688582
402,817152,399,2031,0.001,-0.178850919008255,0.20815073,-6.400275707244873,0.2,0.739990234375,-0.12868492779671215,3980,5.886838708590858e-06,-2.7593361735343933
402,819200,400,2035,0.001,-0.06806346774101257,0.04729645,-4.6133995056152344e-05,0.2,0.245263671875,-0.040714021492749455,3990,0.01701400804449804,-2.8157356798648836
402,821248,401,2040,0.001,-0.05585452914237976,0.032132477,-0.00019049644470214844,0.2,0.193505859375,-0.03496039944002405,4000,0.01701522161019966,-2.829952248930931
402,823296,402,2044,0.001,-0.05275104194879532,0.019090086,-0.00023496150970458984,0.2,0.11337890625,-0.029134143481496722,4010,0.008495773994218326,-2.845038017630577
402,825344,403,2048,0.001,-0.06586336344480515,0.026272321,-9.167194366455078e-05,0.2,0.1591796875,-0.04165052130701952,4020,0.016984738974133506,-2.8402075201272963
402,827392,404,2053,0.001,-0.1808566153049469,0.1467838,-5.225559234619141,0.2,0.671337890625,-0.12538218674017115,4030,1.0941406415554412e-06,-2.794124087691307
403,829440,405,2057,0.001,-0.05302707105875015,0.024004744,-7.510185241699219e-05,0.2,0.14443359375,-0.02782276157522574,4040,0.008469091096776538,-2.835651883482933
403,831488,406,2062,0.001,-0.17502444982528687,0.13862877,-4.343563079833984,0.2,0.689453125,-0.12325478882994503,4050,5.413118508101888e-07,-2.7987696796655657
403,833536,407,2066,0.001,-0.05477314442396164,0.04007309,-2.6345252990722656e-05,0.2,0.17255859375,-0.027117822936270387,4060,0.008550789125729352,-2.828878754377365
403,835584,408,2071,0.001,-0.0665082335472107,0.03477998,-0.0002783536911010742,0.2,0.1724609375,-0.02718386535998434,4070,0.008519190381048248,-2.8199444085359575
403,837632,409,2075,0.001,-0.06097971647977829,0.02456015,-4.8279762268066406e-05,0.2,0.137158203125,-0.037056132592260836,4080,0.018863229849375784,-2.8293708503246306
403,839680,410,2080,0.001,-0.15850944817066193,0.17661099,-6.152338981628418,0.2,0.696337890625,-0.12302627025637776,4090,2.8231942902579022e-06,-2.782036006450653
403,841728,411,2084,0.001,-0.0626119077205658,0.034421235,-2.6702880859375e-05,0.2,0.2009765625,-0.03647771973628551,4100,0.01662194519303739,-2.8232770204544066
403,843776,412,2088,0.001,-0.05204381048679352,0.0353693,-0.0001100301742553711,0.2,0.161865234375,-0.03267624799627811,4110,0.016093755199108273,-2.8347365707159042
404,845824,413,2093,0.001,-0.027193525806069374,0.055941768,-0.00013816356658935547,0.2,0.259033203125,-0.015901862425380386,4120,0.019541500891384088,-2.842026561498642
404,847872,414,2097,0.001,-0.06848771125078201,0.034274176,-3.933906555175781e-05,0.2,0.180908203125,-0.04638887827750295,4130,0.029862427921034395,-2.843041720986366
404,849920,415,2101,0.001,-0.058900073170661926,0.029130574,-8.320808410644531e-05,0.2,0.174365234375,-0.040321214555297046,4140,0.016998965811217202,-2.841446024179459
404,851968,416,2106,0.001,-0.060877084732055664,0.023972955,-4.839897155761719e-05,0.2,0.1666015625,-0.038796694920165464,4150,0.042388339363969865,-2.849772310256958
404,854016,417,2110,0.001,-0.17514459788799286,0.14489187,-6.590298175811768,0.2,0.67587890625,-0.12304750137263909,4160,1.2864288933656099e-06,-2.804295527935028
404,856064,418,2115,0.001,-0.05886084586381912,0.04354144,-1.8596649169921875e-05,0.2,0.20419921875,-0.04024106829892844,4170,0.028370873688254507,-2.8306371569633484
404,858112,419,2119,0.001,-0.05061977729201317,0.02634448,-9.047985076904297e-05,0.2,0.164208984375,-0.03448455855250358,4180,0.016910892038140446,-2.8456528007984163
404,860160,420,2124,0.001,-0.07189946621656418,0.030833356,-3.886222839355469e-05,0.2,0.164794921875,-0.04940003150841221,4190,0.028545732609927654,-2.8479144155979155
405,862208,421,2128,0.001,-0.06631547957658768,0.029748682,-7.605552673339844e-05,0.2,0.146728515625,-0.038824505428783594,4200,0.01725690810708329,-2.841894415020943
405,864256,422,2133,0.001,-0.18102607131004333,0.121247016,-9.305160522460938,0.2,0.6673828125,-0.12236206383677199,4210,1.621910568161411e-06,-2.8132412791252137
405,866304,423,2138,0.001,-0.04004352539777756,0.025654841,-2.5033950805664062e-05,0.2,0.1517578125,-0.027118928797426632,4220,0.03407001364976168,-2.8407719850540163
405,868352,424,2142,0.001,-0.06341453641653061,0.026072925,-0.0002105236053466797,0.2,0.152734375,-0.031098149293393364,4230,0.008487659858656117,-2.8379421532154083
405,870400,425,2147,0.001,-0.178880512714386,0.16241466,-6.8444342613220215,0.2,0.690576171875,-0.12351914698956534,4240,8.787802741494488e-07,-2.79419606924057
405,872448,426,2151,0.001,-0.043258897960186005,0.051598325,-8.320808410644531e-05,0.2,0.301806640625,-0.01925931841833517,4250,0.006771972270962578,-2.8247825890779494
405,874496,427,2156,0.001,-0.17938219010829926,0.15322922,-9.116368293762207,0.2,0.696533203125,-0.12518797030206769,4260,4.630039672548492e-07,-2.79235355257988
405,876544,428,2161,0.001,-0.037628669291734695,0.033767957,-2.6226043701171875e-06,0.2,0.22626953125,-0.046062846935819836,4270,0.1006208895239979,-2.8208587646484373
405,878592,429,2165,0.001,-0.18129655718803406,0.14930789,-8.923771858215332,0.2,0.682763671875,-0.12521627434762195,4280,4.457570071281225e-06,-2.7937805861234666
405,880640,430,2170,0.001,-0.06792639195919037,0.029263679,-0.00025725364685058594,0.2,0.196484375,-0.027261751040350647,4290,0.008492290991125629,-2.833207109570503
405,882688,431,2174,0.001,-0.055413149297237396,0.020851362,-0.00015652179718017578,0.2,0.1392578125,-0.026018020673654975,4300,0.008443077586707658,-2.8331378966569902
406,884736,432,2179,0.001,-0.052225224673748016,0.013037536,-0.00013720989227294922,0.2,0.162255859375,-0.024721803108695893,4310,0.008417104231921258,-2.8417825907468797
406,886784,433,2183,0.001,-0.04629382863640785,0.013095569,-8.189678192138672e-05,0.2,0.089794921875,-0.024162288615480067,4320,0.008470538530673366,-2.8568500608205794
406,888832,434,2188,0.001,-0.051682837307453156,0.019665899,-9.5367431640625e-06,0.2,0.12919921875,-0.03976717897458002,4330,0.04927483189385384,-2.8496831208467484
406,890880,435,2193,0.001,-0.06675749272108078,0.02604292,-6.949901580810547e-05,0.2,0.17724609375,-0.048632929427549244,4340,0.025439844734501095,-2.8485663145780564
406,892928,436,2197,0.001,-0.052314598113298416,0.026148817,-1.4424324035644531e-05,0.2,0.149853515625,-0.049106540926732126,4350,0.05526237902231514,-2.8481364816427233
406,894976,437,2201,0.001,-0.06344251334667206,0.022995636,-9.143352508544922e-05,0.2,0.14423828125,-0.0383104415028356,4360,0.016948647442040964,-2.84909608066082
406,897024,438,2206,0.001,-0.054809775203466415,0.030320365,-2.1338462829589844e-05,0.2,0.150146484375,-0.04716770821250975,4370,0.056860859203152356,-2.840985408425331
406,899072,439,2210,0.001,-0.056775517761707306,0.029486317,-0.00018155574798583984,0.2,0.17568359375,-0.045179565937723966,4380,0.02549250004813075,-2.846479278802872
406,901120,440,2215,0.001,-0.059273406863212585,0.03494706,-1.633167266845703e-05,0.2,0.183984375,-0.05420973660657182,4390,0.0723948690108955,-2.8393913209438324
406,903168,441,2219,0.001,-0.18336693942546844,0.13122562,-4.749301433563232,0.2,0.668994140625,-0.12784966395702213,4400,6.6973197121456e-06,-2.8071799516677856
407,905216,442,2224,0.001,-0.05925259366631508,0.024086498,-0.0001068115234375,0.2,0.171142578125,-0.028380529140122235,4410,0.008492939370626118,-2.827937364578247
407,907264,443,2228,0.001,-0.16696150600910187,0.1484236,-3.6861138343811035,0.2,0.6681640625,-0.11601394361350685,4420,9.400872166054342e-07,-2.787418010830879
407,909312,444,2232,0.001,-0.06672078371047974,0.028107708,-3.4689903259277344e-05,0.2,0.19931640625,-0.03608555218670517,4430,0.015928182599600403,-2.825934848189354
407,911360,445,2237,0.001,-0.1715429276227951,0.15416163,-11.007926940917969,0.2,0.64384765625,-0.11754484886769205,4440,7.068050940972626e-07,-2.7996216267347336
407,913408,446,2241,0.001,-0.04262778162956238,0.022377465,-6.687641143798828e-05,0.2,0.165380859375,-0.029389460769016294,4450,0.00849205047416035,-2.8157068729400634
407,915456,447,2245,0.001,-0.06867009401321411,0.04165562,-3.0040740966796875e-05,0.2,0.243701171875,-0.04918557617347687,4460,0.03209686556365341,-2.8185849994421006
407,917504,448,2250,0.001,-0.17647956311702728,0.13812208,-1.64756178855896,0.2,0.7044921875,-0.12668870347552003,4470,2.564266943494431e-06,-2.7853114902973175
407,919552,449,2254,0.001,-0.17840977013111115,0.16610831,-8.405040740966797,0.2,0.721044921875,-0.1275002850452438,4480,6.721280804811159e-07,-2.760275736451149
407,921600,450,2259,0.001,-0.17487065494060516,0.174072,-7.298347473144531,0.2,0.727734375,-0.1245681912638247,4490,4.297135212993908e-07,-2.7327316075563433
408,923648,451,2263,0.001,-0.17854084074497223,0.19202107,-5.7628045082092285,0.2,0.757958984375,-0.1298825119214598,4500,2.524999311859233e-07,-2.723712834715843
408,925696,452,2267,0.001,-0.17766141891479492,0.2063283,-7.96733283996582,0.2,0.754150390625,-0.13007261644816026,4510,1.7056974028761828e-07,-2.7152817130088804
408,927744,453,2272,0.001,-0.17863407731056213,0.2043989,-11.696145057678223,0.2,0.76181640625,-0.1264059210603591,4520,1.0108391736984857e-07,-2.712328940629959
408,929792,454,2276,0.001,-0.1828988492488861,0.20513287,-7.842219352722168,0.2,0.75517578125,-0.12937673835549504,4530,8.470818033678995e-08,-2.7151099026203154
408,931840,455,2281,0.001,-0.16053594648838043,0.16190147,-6.928558349609375,0.2,0.739892578125,-0.11599495088448748,4540,4.869094738513269e-08,-2.7106238186359404
408,933888,456,2285,0.001,-0.17825105786323547,0.18458174,-4.321780681610107,0.2,0.755712890625,-0.13170054925139993,4550,3.5419081612086956e-08,-2.712056317925453
408,935936,457,2289,0.001,-0.18020765483379364,0.20095088,-5.475162506103516,0.2,0.769775390625,-0.13110756989335642,4560,4.727732554332675e-08,-2.705807203054428
408,937984,458,2294,0.001,-0.17711447179317474,0.19937184,-6.556501388549805,0.2,0.769189453125,-0.1287202098988928,4570,2.2119750509030923e-08,-2.6804244756698608
408,940032,459,2298,0.001,-0.1708993911743164,0.19966784,-7.682382583618164,0.2,0.75888671875,-0.12066856555175036,4580,4.234005080983039e-08,-2.6596928268671034
409,942080,460,2302,0.001,-0.014387540519237518,0.04734433,-2.384185791015625e-07,0.2,0.28759765625,-0.035394385596737264,4590,0.09700262062251568,-2.761890235543251
409,944128,461,2307,0.001,-0.06453993171453476,0.050502565,-0.0015450716018676758,0.2,0.258251953125,-0.030973268498200923,4600,0.008565267860831227,-2.7895925283432006
409,946176,462,2312,0.001,-0.04697246477007866,0.03104892,-0.0001634359359741211,0.2,0.174267578125,-0.025882849539630114,4610,0.034061953384662044,-2.796935299038887
409,948224,463,2316,0.001,-0.00894443690776825,0.034157827,-3.3974647521972656e-05,0.2,0.224072265625,-0.0481397857889533,4620,0.12032328639179468,-2.823817306756973
409,950272,464,2321,0.001,0.00040531158447265625,0.04802931,-2.968311309814453e-05,0.2,0.235400390625,-0.05907467845827341,4630,0.14704561000689864,-2.8180882036685944
409,952320,465,2325,0.001,-0.01808643341064453,0.034083426,-2.5153160095214844e-05,0.2,0.187109375,-0.0504547682008706,4640,0.14727296065539122,-2.8264005452394487
409,954368,466,2329,0.001,-0.04676924645900726,0.035000846,-5.698204040527344e-05,0.2,0.213134765625,-0.05255231571500189,4650,0.08388935206457973,-2.8318544536828996
409,956416,467,2334,0.001,-0.04830997437238693,0.03682091,-5.3763389587402344e-05,0.2,0.19404296875,-0.043402414870797656,4660,0.050021734181791545,-2.822204965353012
409,958464,468,2338,0.001,-0.0598166324198246,0.0371621,-4.291534423828125e-05,0.2,0.19794921875,-0.045131415408104655,4670,0.06254558814689518,-2.8174737691879272
410,960512,469,2342,0.001,-0.17088837921619415,0.15089896,-11.009079933166504,0.2,0.682568359375,-0.12349757918855175,4680,2.506277139957547e-06,-2.7839055389165877
410,962560,470,2346,0.001,-0.03043186664581299,0.0415938,-2.2292137145996094e-05,0.2,0.195703125,-0.0374086755560711,4690,0.06758038233965635,-2.804676803946495
410,964608,471,2351,0.001,-0.014790527522563934,0.034595117,-8.20159912109375e-05,0.2,0.224560546875,-0.0421507331659086,4700,0.08143435537349433,-2.817900371551514
410,966656,472,2356,0.001,-0.029909193515777588,0.04744322,-4.017353057861328e-05,0.2,0.27021484375,-0.05693103501107544,4710,0.09828530661761761,-2.8101281225681305
410,968704,473,2360,0.001,-0.039843667298555374,0.040605903,-4.2557716369628906e-05,0.2,0.216650390625,-0.04872943384107202,4720,0.08614743240177632,-2.816777917742729
410,970752,474,2364,0.001,-0.035391271114349365,0.025774673,-6.663799285888672e-05,0.2,0.16728515625,-0.03834452136652544,4730,0.06774173465091735,-2.8251721054315566
410,972800,475,2368,0.001,-0.06030374765396118,0.04133399,-3.7670135498046875e-05,0.2,0.18701171875,-0.042832564783748237,4740,0.052407528506591916,-2.8290099024772646
410,974848,476,2373,0.001,-0.0602387934923172,0.023038192,-7.700920104980469e-05,0.2,0.12041015625,-0.03287010587519035,4750,0.014457575394771993,-2.8359087109565735
410,976896,477,2377,0.001,-0.04890536516904831,0.030955257,-2.002716064453125e-05,0.2,0.170166015625,-0.0491873191378545,4760,0.04709025267511606,-2.8373948693275453
410,978944,478,2382,0.001,-0.05162907391786575,0.02075934,-0.00016927719116210938,0.2,0.139599609375,-0.028075965493917464,4770,0.011024794355762424,-2.844410187005997
411,980992,479,2386,0.001,-0.04916364699602127,0.037718505,-1.0848045349121094e-05,0.2,0.2052734375,-0.04992074120091274,4780,0.07002928396686911,-2.8393779188394546
411,983040,480,2390,0.001,-0.047497205436229706,0.0246799,-2.658367156982422e-05,0.2,0.15595703125,-0.03795035008806735,4790,0.04918446117080748,-2.839042177796364
411,985088,481,2395,0.001,-0.06099402904510498,0.019903962,-7.653236389160156e-05,0.2,0.121923828125,-0.03299582392210141,4800,0.015006460284348577,-2.841903495788574
411,987136,482,2399,0.001,-0.05179387703537941,0.03203693,-1.430511474609375e-05,0.2,0.192431640625,-0.04753170367330313,4810,0.055235939123667775,-2.836253234744072
411,989184,483,2403,0.001,0.05256734788417816,0.028307304,-4.172325134277344e-06,0.2,0.156787109375,-0.04632663606316782,4820,0.2874667100608349,-2.8307176530361176
411,991232,484,2408,0.001,-0.04522287845611572,0.044934027,-4.649162292480469e-05,0.2,0.244873046875,-0.06526337629184127,4830,0.12645930210128425,-2.8255117028951644
411,993280,485,2412,0.001,-0.05355176329612732,0.041606143,-3.8504600524902344e-05,0.2,0.226416015625,-0.05647310990607366,4840,0.08558124145492911,-2.826780503988266
411,995328,486,2417,0.001,-0.057024240493774414,0.025540225,-3.838539123535156e-05,0.2,0.148828125,-0.038241904450114814,4850,0.042359892698004845,-2.836692067980766
411,997376,487,2421,0.001,-0.061346616595983505,0.026364729,-8.118152618408203e-05,0.2,0.150732421875,-0.03750194981112145,4860,0.01716053770505823,-2.83855781853199
411,999424,488,2425,0.001,-0.06534380465745926,0.030407447,-1.9431114196777344e-05,0.2,0.1748046875,-0.05240230502095074,4870,0.048689354909583926,-2.835806745290756
412,1001472,489,2430,0.001,-0.062486592680215836,0.019002313,-0.00014972686767578125,0.2,0.15556640625,-0.027294332871679216,4880,0.008463151258183643,-2.83888555765152
